HaloID,GrpID,Timestep,NowGroup,HaloMass,TotalParticles,TotalDarkParticles,Prog
214141,4664,18,17,28827863141,227,118,0
214444,5872,18,17,22446753617,185,82,0
234431,31,19,17,3.06828E+12,28654,11895,1
227222,55,19,17,2.02267E+12,21925,7670,0
223674,294,19,17,4.5537E+11,4596,1705,0
227288,319,19,17,91747826798,4273,165,0
223712,445,19,17,2.35409E+11,2975,849,0
227335,505,19,17,2.89928E+11,2620,1105,0
234645,889,19,17,1.41455E+11,1269,546,0
231058,970,19,17,1.49343E+11,1215,608,0
234784,1442,19,17,80138997667,777,304,0
227635,1710,19,17,76318001460,552,307,0
231283,1873,19,17,76349064487,569,314,0
224074,1891,19,17,81440960924,563,338,0
235607,4739,19,17,28129900351,223,115,0
249006,54,20,17,1.81488E+12,18929,6894,0
241699,59,20,17,1.82787E+12,17710,7014,1
241717,133,20,17,7.32931E+11,8248,2689,0
249064,286,20,17,4.33031E+11,4177,1633,0
241772,352,20,17,3.24097E+11,3340,1211,0
249120,511,20,17,2.4514E+11,2173,940,0
249225,928,20,17,1.45839E+11,1182,585,0
249254,1047,20,17,1.17052E+11,1023,442,0
241962,1107,20,17,1.09134E+11,954,427,0
245815,1906,20,17,73506573634,533,307,0
249539,2188,20,17,65820881041,459,271,0
245972,2536,20,17,35224236248,398,137,0
239069,4160,20,17,31331125051,249,126,0
242855,4683,20,17,27686221855,215,106,0
263632,50,21,17,1.58032E+12,15428,6072,0
252662,62,21,17,1.42895E+12,13206,5486,1
252677,123,21,17,6.827E+11,6732,2592,0
252713,268,21,17,4.01844E+11,3576,1536,0
263704,336,21,17,2.77184E+11,2687,1035,0
256424,479,21,17,2.41416E+11,2064,939,0
260191,922,21,17,1.34741E+11,1051,539,0
252937,1161,21,17,94551848005,815,368,0
260282,1285,21,17,89709592494,751,349,0
253244,2385,21,17,35804490367,400,132,0
261027,4260,21,17,29132925361,232,116,0
261282,5279,21,17,24651088029,193,94,0
270902,49,22,17,1.367E+12,12756,5276,0
274523,71,22,17,9.79918E+11,9142,3768,1
278146,112,22,17,6.89852E+11,6204,2662,0
278183,260,22,17,3.54366E+11,3057,1358,0
274589,334,22,17,2.31899E+11,2160,869,0
267386,432,22,17,2.15074E+11,1605,857,0
267497,879,22,17,1.23616E+11,959,492,0
274766,1041,22,17,1.02632E+11,822,405,0
274793,1147,22,17,92548100815,745,362,0
278406,1153,22,17,79036504556,692,302,0
278670,2210,22,17,39740482787,399,138,0
268356,4314,22,17,25818340797,216,100,0
291439,72,23,17,5.29478E+11,4759,2033,1
281758,110,23,17,4.22904E+11,3348,1650,0
281791,242,23,17,2.45366E+11,1968,948,0
291538,471,23,17,1.33375E+11,1224,495,0
291693,1091,23,17,60684362116,569,232,0
282025,1180,23,17,67590351036,535,262,0
288694,2014,23,17,35253732675,343,118,0
282345,2459,23,17,20791074411,288,70,0
288829,2557,23,17,35368202185,280,132,0
289054,3453,23,17,26043409779,216,98,0
297573,84,24,17,3.60304E+11,3096,1401,1
303400,185,24,17,2.06411E+11,1697,792,0
300511,234,24,17,1.83832E+11,1348,716,0
303480,507,24,17,1.0092E+11,914,372,0
303563,838,24,17,65373999633,590,248,0
303634,1117,24,17,52048409972,463,199,0
297871,1276,24,17,53900296119,421,208,0
295141,1965,24,17,33616680269,296,118,0
298049,1993,24,17,32044595152,293,113,0
295180,2122,24,17,23374435310,280,81,0
295399,2999,24,17,25957592253,214,95,0
304373,4080,24,17,21187242279,166,79,0
308695,83,25,17,2.81042E+11,2366,1090,1
313574,255,25,17,1.4033E+11,1169,534,0
311177,346,25,17,1.15667E+11,931,440,0
306428,685,25,17,65377553579,537,254,0
306453,788,25,17,53895866052,478,201,0
313719,837,25,17,54117911559,457,207,0
313893,1534,25,17,36178475563,291,140,0
311514,1686,25,17,31967393330,272,114,0
306706,1800,25,17,26594458345,258,89,0
309220,2181,25,17,26974889645,222,98,0
314222,2851,25,17,22064125751,182,80,0
315951,101,26,17,1.04582E+11,808,404,1
317142,408,26,17,43462716608,336,165,0
317150,444,26,17,40501288049,310,159,0
316054,512,26,17,37838267771,288,144,0
317182,569,26,17,34732358127,269,132,0
317326,1147,26,17,21252298205,170,79,0
